subSubName,mainMenuName,title,url,price,description
"област Враца",Работа,"Търси учител, общообразователен учебен предмет в гимназиален етап",https://www.alo.bg/9161601,,"Публикувано от ”Бюро по труда”: [ ДБТ - Бяла Слатина ] Място на работата: Насeлено място към общ. Бяла Слатина, обл. Враца Наименование на длъжността: 2330-5005 - Учител, общообразователен учебен пр.."
"област Враца",Работа,"Търси работник, строителството",https://www.alo.bg/9161600,,"Публикувано от ”Бюро по труда”: [ ДБТ - Враца ] Място на работата: Насeлено място към общ. Враца, обл. Враца Наименование на длъжността: 9312-0003 - Работник, строителството Основни отговорности: И.."
"област Враца",Работа,"Търси логопед",https://www.alo.bg/9089542,,"Публикувано от ”Бюро по труда”: [ ДБТ - Враца ] Място на работата: Насeлено място към общ. Враца, обл. Враца Наименование на длъжността: 2266-6001 - Логопед Основни отговорности: Логопедът осъществ.."
"област Враца",Работа,"Търси оператор, производствена линия",https://www.alo.bg/9034718,,"Публикувано от ”Бюро по труда”: [ ДБТ - Мездра ] Място на работата: Насeлено място към общ. Мездра, обл. Враца Наименование на длъжността: 8212-2022 - Оператор, производствена линия Основни отговор.."
"област Враца",Работа,"Търси шофьор, лек автомобил до 9 места",https://www.alo.bg/9159312,,"Публикувано от ”Бюро по труда”: [ ДБТ - Бяла Слатина ] Място на работата: Насeлено място към общ. Бяла Слатина, обл. Враца Наименование на длъжността: 8322-2002 - Шофьор, лек автомобил до 9 места О.."
"област Враца",Работа,"Търси манипулант, промишлеността",https://www.alo.bg/9159303,,"Публикувано от ”Бюро по труда”: [ ДБТ - Лом ] Място на работата: Насeлено място към общ. Козлодуй, обл. Враца Наименование на длъжността: 9329-0013 - Манипулант, промишлеността Основни отговорности.."
"област Враца",Работа,"Търси сътрудник, социални дейности",https://www.alo.bg/9159302,,"Публикувано от ”Бюро по труда”: [ ДБТ - Враца ] Място на работата: Насeлено място към общ. Враца, обл. Враца Наименование на длъжността: 3412-3006 - Сътрудник, социални дейности Основни отговорност.."
"област Враца",Работа,"Търси здравен медиатор",https://www.alo.bg/9159301,,"Публикувано от ”Бюро по труда”: [ ДБТ - Бяла Слатина ] Място на работата: Насeлено място към общ. Бяла Слатина, обл. Враца Наименование на длъжността: 3253-3001 - Здравен медиатор Основни отговорно.."
"област Враца",Работа,"Търси медицинска сестра за социални дейности",https://www.alo.bg/9159300,,"Публикувано от ”Бюро по труда”: [ ДБТ - Бяла Слатина ] Място на работата: Насeлено място към общ. Бяла Слатина, обл. Враца Наименование на длъжността: 2221-6007 - Медицинска сестра за социални дейно.."
"област Враца",Работа,"Търси продавач-консултант",https://www.alo.bg/9159288,,"Публикувано от ”Бюро по труда”: [ ДБТ - Враца ] Място на работата: Насeлено място към общ. Враца, обл. Враца Наименование на длъжността: 5223-2001 - Продавач-консултант Основни отговорности: Посрещ.."
"област Враца",Работа,"Търси учител, теоретично обучение",https://www.alo.bg/9159272,,"Публикувано от ”Бюро по труда”: [ ДБТ - Оряхово ] Място на работата: Насeлено място към общ. Оряхово, обл. Враца Наименование на длъжността: 2320-5006 - Учител, теоретично обучение Основни отговорн.."
"област Враца",Работа,"Тракийска Баница Овча Купел",https://www.alo.bg/9158528,,"Баничарница от веригата Тракийска баница в подлеза на метростанция Мизия търси да назначи пекари и касиери на постоянен трудов договор и конкурентно за бранша възнаграждение"
